report_number,date_received,event_type,brand,generic,model,problem,narrative
3004193489-2009-00099,20090605,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Insufficient Device Problem Information,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CALLED AFTER RECEIVING A LOW BLOOD SUGAR READING. DURING THE CALL, IT WAS DETERMINED THAT THE CONSUMER WAS EXPERIENCING A HYPOGLYCEMIC EVENT. NOVA'S CUSTOMER CARE REPRESENTATIVE WAS INSTRUMENTAL IN OBTAINING EMERGENCY MEDICAL HELP FOR THIS CONSUMER. THERE WAS A NO INFORMATION GIVEN TO SUPPORT THAT THE CONSUMER'S BLOOD GLUCOSE METER AND TEST STRIPS WERE NOT PERFORMING AS INTENDED. THIS IS BEING REPORTED TO THE FDA AS AN ADVERSE EVENT UNDER MEDWATCH REGULATIONS."
3004193489-2009-00098,20090605,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF ""HI"" (GREATER THAN 600 MG/DL) ON THEIR BLOOD GLUCOSE METER. THE CONSUMER ADMINISTERED AN UNKNOWN AMOUNT OF INSULIN BASED ON THAT READING. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USING THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. IT WAS ALSO REVEALED THAT THE CONSUMER IMPROPERLY STORES THEIR TEST STRIPS, WHICH MAY CONTRIBUTE TO THE LOSS OF INTEGRITY OF THE TEST STRIPS. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00097,20090605,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CUSTOMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CUSTOMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00095,20090605,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,No Display/Image,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER'S BLOOD GLUCOSE METER IS MISSING THE FIRST DIGIT IN THE LCD SCREEN. THE METER IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00089,20090529,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem; High Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 564 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER ADMINISTERED 7 UNITS OF INSULIN BASED ON THAT RESULT. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT, WHICH DID NOT REQUIRE MEDICAL INTERVENTION. THE CONSUMER CONSUMED JUICE, SODA AND CANDY TO EAT TO BRING UP HER BLOOD GLUCOSE LEVEL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE OF THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. IT WAS ALSO REVEALED THE CONSUMER HAD NOT WASHED HER HANDS AFTER APPLYING HAND LOTION BEFORE TESTING. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00093,20090529,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Inadequate Storage; Use of Device Problem; High Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CONTINUED TO ADMINISTER INSULIN BASED ON MULTIPLE HIGH READINGS ON THEIR BLOOD GLUCOSE METER. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT, WHICH DID REQUIRE MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. IT WAS ALSO REVEALED DURING THE CALL, THE CONSUMER TRANSFERS TEST STRIPS FROM ONE VIAL TO ANOTHER VIAL WHICH MAY CONTRIBUTE TO A LOSS OF INTEGRITY OF TEST STRIPS. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00092,20090529,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Inadequate Storage; Use of Device Problem,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER IMPROPERLY STORES HER SUPPLIES WHICH MAY CONTRIBUTE TO A LOSS OF INTEGRITY OF TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL."
3004193489-2009-00091,20090529,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Inadequate Storage; Use of Device Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 323 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CUSTOMER ADMINISTERED 5 UNITS OF INSULIN BASED ON THAT READING. SUBSEQUENTLY, THE CUSTOMER EXPERIENCED A HYPERGLYCEMIC EVENT WHICH DID NOT REQUIRE MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AND TRANSFERS TEST STRIPS FROM ONE VIAL TO ANOTHER VIAL WHICH MAY CONTRIBUTE TO A LOSS OF INTEGRITY OF TEST STRIPS. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00090,20090529,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem; Low Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 21 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CUSTOMER EXPERIENCED A HYPERGLYCEMIC EVENT WHICH REQUIRED MEDICAL INTERVENTION. THE EMTS TESTED THE CONSUMER USING THEIR UNK BLOOD GLUCOSE METER GETTING A RESULT OF ""HI"". IT WAS REPORTED THAT THE CONSUMER WAS ADMITTED TO THE HOSPITAL WITH HIGH BLOOD GLUCOSE READINGS. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. IT WAS ALSO REVEALED THAT THE CONSUMER RECENTLY STARTED TO USE HER INSULIN PUMP, WHICH WAS REMOVED WHEN SHE WAS ADMITTED TO THE HOSPITAL. THE METER IN QUESTION WILL BE RETURNED FOR EVAL. THE TEST STRIPS IN QUESTION WILL NOT BE RETURNED FOR EVAL, THEY WERE  | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00085,20090515,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Incorrect Or Inadequate Test Results,"INFO RECEIVED BY MAIL. CONSUMER ALLEGES EXPERIENCING A HYPOGLYCEMIC EVENT WHILE A PASSENGER IN A VEHICLE DRIVEN BY HER HUSBAND. THE DATE OF THE EVENT IS DOCUMENTED AS (B)(6)2007. ACCORDING TO THE DOCUMENTS RECEIVED, MS. (B)(6) ALLEGES EXPERIENCING VIOLENT CONVULSIONS AND INVOLUNTARY MOVEMENTS WHICH RESULTED IN A SPINAL BURST FRACTURE. MS. (B)(6) ALLEGED RECEIVING THE FOLLOWING RESULTS ON HER PARADIGM LINK METER (SN UNK) USING BD TEST STRIPS LOT#: 6064293 (EXP 10/2008) THAT DAY PRIOR TO THE EVENT: 171 MG/DL TIME UNK, 158 MG/DL TIME UNK, 173 MG/DL TIME UNK, 169 MG/DL TIME UNK. NO CONSUMER CONTACT WAS MADE WITH (B)(4) CUSTOMER CARE'S 24/7 DEPT. AS INSTRUCTED ON THE BLOOD GLUCOSE METER AND TEST STRIP BOXES. THEREFORE, THERE WAS NO OPPORTUNITY TO TROUBLESHOOT THE DEVICE AND TEST THE INTEGRITY OF THE TEST STRIPS. NO OPPORTUNITY WAS GIVEN TO ASSESS THE TECHNIQUE OR STORAGE HABITS OF THE CONSUME | NO RETURN OF PRODUCT IS EXPECTED."
3004193489-2009-00084,20090515,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER WAS ADMITTED TO THE HOSPITAL WITH HIGH BLOOD GLUCOSE READINGS. CONSUMER REPORTED THAT HE IS NOT SURE OF THE TIME AND DATE OF THIS EVENT. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2009-00083,20090515,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Device Expiration Issue; Use of Device Problem; High Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CONTINUED TO ADMINISTER INSULIN BASED ON MULTIPLE HIGH READINGS ON THEIR BLOOD GLUCOSE METER. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT, WHICH DID REQUIRE MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER WAS USING EXPIRED TEST STRIPS AND DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2009-00081,20090515,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Device Expiration Issue; Use of Device Problem; High Test Results,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CONTINUED TO ADMINISTER INSULIN BASED ON MULTIPLE HIGH READINGS ON THEIR BLOOD GLUCOSE METER. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT, WHICH DID REQUIRE MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER WAS USING EXPIRED TEST STRIPS AND DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL."
3004193489-2009-00080,20090515,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem; High Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CONTINUED TO ADMINISTER INSULIN BASED ON MULTIPLE HIGH READINGS ON THEIR BLOOD GLUCOSE METER. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT, WHICH DID REQUIRE MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2009-00079,20090515,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Device Expiration Issue; Use of Device Problem; High Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CONTINUED TO ADMINISTER INSULIN BASED ON MULTIPLE HIGH READINGS ON THEIR BLOOD GLUCOSE METER. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT, WHICH DID REQUIRE MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER WAS USING EXPIRED TEST STRIPS AND DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2009-00086,20090515,Malfunction,BD LOGIC BLOOD GLUCOSE MONITOR,GLUCOSE MONITOR,NA,No Display/Image,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER'S BLOOD GLUCOSE METER IS MISSING THE FIRST DIGIT IN THE LCD SCREEN. THE METER IN QUESTION WILL BE RETURNED FOR EVAL."
3004193489-2009-00082,20090515,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,No Display/Image,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER'S BLOOD GLUCOSE METER FIRST DIGIT IN THE LCD SCREEN IS MISSING SEGMENTS. THE MISSING SEGMENT IN THIS EVENT MADE A 388 MG/DL READING LOOK AS IF THE READING WAS 788 MG/DL. NO MISTREATMENT WAS REPORTED TO HAVE BEEN ADMINISTERED. THE METER IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00073,20090511,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Inadequate Storage; Use of Device Problem; Incorrect Or Inadequate Test Results,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 195 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY TESTED AGAIN, USING THE SAME METER AND TEST STRIPS GETTING A RESULT OF 70 MG/DL. THE CONSUMER WAS EXPERIENCING SYMPTOMS OF A HYPOGLUCEMIA EVENT THAT REQUIRED NO OUTSIDE EMERGENCY INTERVENTION. DURING THE CALL, IT WAS REVEALED THAT THE CONSUMER IMPROPERLY STORES THEIR TEST STRIPS. IT WAS ALSO DISCOVERED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE DIFFERENCE IN THE READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVALUATION."
3004193489-2009-00074,20090511,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00077,20090511,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Adverse Event Without Identified Device or Use Problem,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. THE CONSUMER'S BLOOD GLUCOSE READINGS WERE LOW, SHOWING THE DEVICE TO BE PERFORMING AS INTENDED. THIS EVENT IS BEING REPORTED AS AN ADVERSE EVENT UNDER THE GUIDELINES OF THE FDA'S MEDWATCH PROGRAM. THE METER IN QUESTION WILL BE RETURNED FOR EVALUATION."
3004193489-2009-00076,20090511,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. THE CONSUMER'S BLOOD GLUCOSE READINGS WERE LOW SHOWING THE DEVICE TO BE PERFORMING AS INTENDED. THIS EVENT IS BEING REPORTED AS AN ADVERSE EVENT UNDER THE GUIDELINES OF THE FDA'S MEDWATCH PROGRAM. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND THE TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2009-00075,20090511,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2009-00078,20090511,Malfunction,BD LOGIC BLOOD GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Incorrect Control/Treatment Settings,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER'S BLOOD GLUCOSE METER SWITCHED UNITS OF MEASURE FROM MG/DL TO MMOL/DL. THE METER IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2009-00072,20090430,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,MA,Use of Device Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT WHICH DID NOT REQUIRE ANY EMERGENCY MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2009-00070,20090430,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CONTINUED TO ADMINISTER INSULIN BASED ON MULTIPLE HIGH READINGS ON THEIR BLOOD GLUCOSE METER. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT WHICH DID NOT REQUIRE ANY EMERGENCY MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST BEFORE USE THEIR INITIAL TEST STRIPS FOR INTEGRITY AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2009-00069,20090430,Other,BD PARADIGM LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Use of Device Problem; Improper or Incorrect Procedure or Method,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST THEIR TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
